event_id,customer_id,event_ts,screen,action
230,6001479,2026-03-01 00:16:29,bill_payment,view
231,6032784,2026-03-01 00:16:38,home,view
232,6021066,2026-03-01 00:17:03,bill_payment,start
233,6009755,2026-03-01 00:17:05,bill_payment,start
234,6008612,2026-03-01 00:17:06,savings_cajita,view
235,6027512,2026-03-01 00:17:08,card_statement,start
236,6032120,2026-03-01 00:17:11,bill_payment,view
237,6001787,2026-03-01 00:17:14,home,view
238,6021909,2026-03-01 00:17:14,savings_cajita,start
239,6033821,2026-03-01 00:17:16,transfer_spei,view
240,6021081,2026-03-01 00:17:23,home,view
241,6008133,2026-03-01 00:17:30,card_statement,start
242,6034023,2026-03-01 00:17:34,home,start
243,6035618,2026-03-01 00:17:40,savings_cajita,view
244,6002120,2026-03-01 00:17:41,savings_cajita,view
245,6011381,2026-03-01 00:18:02,bill_payment,view
246,6027122,2026-03-01 00:18:14,bill_payment,start
247,6035114,2026-03-01 00:18:16,savings_cajita,view
248,6003234,2026-03-01 00:18:22,bill_payment,start
249,6013117,2026-03-01 00:18:23,home,view
250,6022761,2026-03-01 00:18:24,home,view
251,6030419,2026-03-01 00:18:25,transfer_spei,view
252,6005809,2026-03-01 00:18:30,bill_payment,start
253,6028115,2026-03-01 00:18:40,bill_payment,view
254,6033639,2026-03-01 00:18:41,savings_cajita,start
255,6024418,2026-03-01 00:18:41,savings_cajita,start
256,6021160,2026-03-01 00:18:42,home,view
257,6021920,2026-03-01 00:18:51,home,view
258,6034697,2026-03-01 00:18:57,savings_cajita,view
259,6020933,2026-03-01 00:19:00,home,view
260,6021366,2026-03-01 00:19:02,home,view
261,6005877,2026-03-01 00:19:05,savings_cajita,view
262,6015820,2026-03-01 00:19:13,home,view
263,6006649,2026-03-01 00:19:16,savings_cajita,view
264,6001497,2026-03-01 00:19:21,home,start
265,6022979,2026-03-01 00:19:21,card_statement,start
266,6016134,2026-03-01 00:19:25,savings_cajita,start
267,6004102,2026-03-01 00:19:28,home,view
268,6029865,2026-03-01 00:19:29,bill_payment,start
269,6034755,2026-03-01 00:19:34,savings_cajita,view
270,6027890,2026-03-01 00:19:41,savings_cajita,start
271,6035941,2026-03-01 00:19:46,home,view
272,6022590,2026-03-01 00:20:00,savings_cajita,view
273,6009731,2026-03-01 00:20:02,card_statement,view
274,6033057,2026-03-01 00:20:02,home,view
275,6027462,2026-03-01 00:20:05,transfer_spei,view
276,6005186,2026-03-01 00:20:09,card_statement,view
277,6014774,2026-03-01 00:20:15,home,start
278,6020095,2026-03-01 00:20:15,home,start
279,6008276,2026-03-01 00:20:19,bill_payment,view
280,6023281,2026-03-01 00:20:23,bill_payment,view
281,6027067,2026-03-01 00:20:28,bill_payment,view
282,6028467,2026-03-01 00:20:28,bill_payment,view
283,6002418,2026-03-01 00:20:30,bill_payment,view
284,6015591,2026-03-01 00:20:34,home,start
285,6026541,2026-03-01 00:20:36,bill_payment,view
286,6011060,2026-03-01 00:20:42,savings_cajita,view
287,6028682,2026-03-01 00:20:43,bill_payment,start
288,6024852,2026-03-01 00:20:46,savings_cajita,start
289,6004534,2026-03-01 00:20:51,bill_payment,view
290,6008389,2026-03-01 00:20:54,bill_payment,view
291,6024258,2026-03-01 00:20:58,savings_cajita,view
292,6012688,2026-03-01 00:21:01,home,start
293,6019752,2026-03-01 00:21:05,savings_cajita,view
294,6001513,2026-03-01 00:21:10,home,start
295,6003879,2026-03-01 00:21:22,bill_payment,view
296,6035362,2026-03-01 00:21:24,bill_payment,start
297,6019306,2026-03-01 00:21:27,savings_cajita,view
298,6029097,2026-03-01 00:21:28,bill_payment,view
299,6035516,2026-03-01 00:21:33,bill_payment,view
300,6025752,2026-03-01 00:21:36,bill_payment,start
301,6000580,2026-03-01 00:21:36,home,view
302,6002633,2026-03-01 00:21:37,transfer_spei,view
303,6006056,2026-03-01 00:22:06,bill_payment,view
304,6014145,2026-03-01 00:22:06,home,start
305,6019658,2026-03-01 00:22:20,bill_payment,view
306,6033669,2026-03-01 00:22:25,bill_payment,start
307,6034747,2026-03-01 00:22:25,bill_payment,view
308,6027802,2026-03-01 00:22:26,transfer_spei,start
309,6021012,2026-03-01 00:22:28,savings_cajita,view
310,6036652,2026-03-01 00:22:31,home,start
311,6002276,2026-03-01 00:22:36,home,view
312,6019233,2026-03-01 00:22:41,bill_payment,view
313,6035122,2026-03-01 00:22:48,bill_payment,start
314,6025032,2026-03-01 00:22:52,home,view
315,6003292,2026-03-01 00:22:52,home,view
316,6013130,2026-03-01 00:22:53,home,start
317,6026234,2026-03-01 00:22:56,home,start
318,6012283,2026-03-01 00:22:56,bill_payment,view
319,6027463,2026-03-01 00:22:57,bill_payment,start
320,6019044,2026-03-01 00:23:02,home,view
321,6033907,2026-03-01 00:23:17,savings_cajita,start
322,6024410,2026-03-01 00:23:21,transfer_spei,start
323,6036082,2026-03-01 00:23:26,investments,start
324,6022643,2026-03-01 00:23:32,bill_payment,view
325,6015589,2026-03-01 00:23:37,bill_payment,view
326,6024105,2026-03-01 00:23:44,home,view
327,6031825,2026-03-01 00:23:49,home,view
328,6012415,2026-03-01 00:23:50,home,start
329,6015342,2026-03-01 00:23:54,home,view
330,6025808,2026-03-01 00:23:59,home,view
331,6002464,2026-03-01 00:23:59,bill_payment,view
332,6026789,2026-03-01 00:24:02,bill_payment,view
333,6006771,2026-03-01 00:24:03,bill_payment,view
334,6014363,2026-03-01 00:24:07,savings_cajita,view
335,6029554,2026-03-01 00:24:12,transfer_spei,view
336,6034179,2026-03-01 00:24:18,loan_simulation,start
337,6037346,2026-03-01 00:24:22,home,start
338,6028335,2026-03-01 00:24:26,home,view
339,6034655,2026-03-01 00:24:37,transfer_spei,start
340,6033912,2026-03-01 00:24:37,transfer_spei,start
341,6009534,2026-03-01 00:24:39,home,view
342,6017525,2026-03-01 00:24:57,bill_payment,view
343,6022000,2026-03-01 00:24:58,home,view
344,6032976,2026-03-01 00:24:59,bill_payment,view
345,6006764,2026-03-01 00:25:11,savings_cajita,start
346,6035829,2026-03-01 00:25:14,bill_payment,view
347,6018338,2026-03-01 00:25:22,home,start
348,6026657,2026-03-01 00:25:28,home,start
349,6016399,2026-03-01 00:25:33,home,view
350,6006581,2026-03-01 00:25:35,home,start
351,6013577,2026-03-01 00:25:37,bill_payment,view
352,6026809,2026-03-01 00:25:37,bill_payment,start
353,6012093,2026-03-01 00:25:41,savings_cajita,view
354,6002344,2026-03-01 00:25:47,transfer_spei,view
355,6026971,2026-03-01 00:25:52,savings_cajita,start
356,6032961,2026-03-01 00:25:52,home,start
357,6036140,2026-03-01 00:25:58,bill_payment,view
358,6032184,2026-03-01 00:26:08,bill_payment,view
359,6019456,2026-03-01 00:26:12,bill_payment,view
360,6029022,2026-03-01 00:26:18,bill_payment,start
361,6025343,2026-03-01 00:26:19,transfer_spei,view
362,6015349,2026-03-01 00:26:25,investments,view
363,6011362,2026-03-01 00:26:26,transfer_spei,view
364,6027704,2026-03-01 00:26:26,home,view
365,6018471,2026-03-01 00:26:27,bill_payment,start
366,6018549,2026-03-01 00:26:37,home,view
367,6032172,2026-03-01 00:26:40,transfer_spei,start
368,6029119,2026-03-01 00:26:42,bill_payment,start
369,6035023,2026-03-01 00:26:47,home,view
370,6036816,2026-03-01 00:26:47,home,view
371,6021820,2026-03-01 00:26:49,home,view
372,6027362,2026-03-01 00:26:59,savings_cajita,start
373,6016458,2026-03-01 00:27:04,bill_payment,view
374,6007769,2026-03-01 00:27:04,savings_cajita,start
375,6017762,2026-03-01 00:27:11,bill_payment,view
376,6018114,2026-03-01 00:27:20,home,start
377,6032705,2026-03-01 00:27:22,bill_payment,start
378,6029020,2026-03-01 00:27:23,bill_payment,view
379,6017530,2026-03-01 00:27:39,bill_payment,view
380,6026873,2026-03-01 00:27:46,bill_payment,view
381,6009104,2026-03-01 00:27:51,home,view
382,6007382,2026-03-01 00:27:54,bill_payment,start
383,6018999,2026-03-01 00:27:59,home,view
384,6018023,2026-03-01 00:28:03,card_statement,start
385,6014489,2026-03-01 00:28:04,bill_payment,view
386,6010987,2026-03-01 00:28:10,bill_payment,start
387,6035607,2026-03-01 00:28:29,home,start
388,6014312,2026-03-01 00:28:37,bill_payment,view
389,6003221,2026-03-01 00:28:37,home,view
390,6019496,2026-03-01 00:28:41,savings_cajita,view
391,6022475,2026-03-01 00:28:44,home,start
392,6030720,2026-03-01 00:28:47,home,view
393,6016708,2026-03-01 00:28:50,bill_payment,view
394,6009981,2026-03-01 00:28:51,bill_payment,start
395,6015761,2026-03-01 00:28:52,bill_payment,start
396,6020951,2026-03-01 00:29:02,bill_payment,view
397,6022917,2026-03-01 00:29:03,home,view
398,6014489,2026-03-01 00:29:04,bill_payment,start
399,6013749,2026-03-01 00:29:08,savings_cajita,view
400,6016567,2026-03-01 00:29:15,bill_payment,view
401,6008070,2026-03-01 00:29:15,bill_payment,view
402,6024839,2026-03-01 00:29:16,home,view
403,6005949,2026-03-01 00:29:22,home,view
404,6030777,2026-03-01 00:29:23,bill_payment,start
405,6034842,2026-03-01 00:29:24,home,view
406,6035416,2026-03-01 00:29:25,home,view
407,6034017,2026-03-01 00:29:30,savings_cajita,start
408,6010227,2026-03-01 00:29:31,savings_cajita,view
409,6001777,2026-03-01 00:29:43,home,view
410,6035865,2026-03-01 00:29:44,bill_payment,start
411,6026260,2026-03-01 00:29:47,home,view
412,6024636,2026-03-01 00:29:53,bill_payment,view
413,6004229,2026-03-01 00:29:53,transfer_spei,view
414,6030878,2026-03-01 00:29:54,home,view
415,6025897,2026-03-01 00:29:59,home,view
416,6037799,2026-03-01 00:30:17,home,start
417,6025085,2026-03-01 00:30:22,home,start
418,6026320,2026-03-01 00:30:34,loan_simulation,view
419,6030819,2026-03-01 00:30:36,bill_payment,view
420,6017621,2026-03-01 00:30:42,bill_payment,view
421,6013321,2026-03-01 00:30:46,home,view
422,6002335,2026-03-01 00:30:50,bill_payment,view
423,6022752,2026-03-01 00:30:57,bill_payment,view
424,6009418,2026-03-01 00:31:04,home,start
425,6013353,2026-03-01 00:31:13,home,view
426,6000976,2026-03-01 00:31:14,home,view
427,6037516,2026-03-01 00:31:14,home,view
428,6026278,2026-03-01 00:31:17,transfer_spei,start
429,6014123,2026-03-01 00:31:18,home,view
430,6020338,2026-03-01 00:31:33,savings_cajita,view
431,6005787,2026-03-01 00:31:40,home,view
432,6017432,2026-03-01 00:31:45,savings_cajita,view
433,6025365,2026-03-01 00:31:51,bill_payment,view
434,6000414,2026-03-01 00:31:56,bill_payment,view
435,6026214,2026-03-01 00:32:04,home,view
436,6029347,2026-03-01 00:32:04,home,view
437,6000390,2026-03-01 00:32:14,home,view
438,6023154,2026-03-01 00:32:17,bill_payment,start
439,6012759,2026-03-01 00:32:18,bill_payment,view
440,6026248,2026-03-01 00:32:19,savings_cajita,start
441,6016567,2026-03-01 00:32:22,bill_payment,start
442,6019478,2026-03-01 00:32:24,home,view
443,6020000,2026-03-01 00:32:25,bill_payment,view
444,6013261,2026-03-01 00:32:26,bill_payment,start
445,6025922,2026-03-01 00:32:29,bill_payment,start
446,6037128,2026-03-01 00:32:35,home,view
447,6033981,2026-03-01 00:32:40,home,view
448,6012927,2026-03-01 00:32:49,home,start
449,6035844,2026-03-01 00:32:55,savings_cajita,start
450,6018360,2026-03-01 00:32:56,home,start
451,6007325,2026-03-01 00:33:13,home,view
452,6033025,2026-03-01 00:33:24,bill_payment,view
453,6019825,2026-03-01 00:33:24,home,start
454,6009088,2026-03-01 00:33:27,savings_cajita,view
455,6028096,2026-03-01 00:33:27,bill_payment,view
456,6014484,2026-03-01 00:33:28,home,view
457,6006550,2026-03-01 00:33:33,investments,start
458,6012744,2026-03-01 00:33:39,home,view
459,6015339,2026-03-01 00:33:47,bill_payment,start
460,6014222,2026-03-01 00:33:54,card_statement,view
461,6010258,2026-03-01 00:33:58,bill_payment,view
462,6003041,2026-03-01 00:33:58,bill_payment,view
463,6022653,2026-03-01 00:34:01,bill_payment,view
464,6024553,2026-03-01 00:34:11,bill_payment,start
465,6031344,2026-03-01 00:34:17,savings_cajita,start
466,6027447,2026-03-01 00:34:19,bill_payment,view
467,6005077,2026-03-01 00:34:21,card_statement,view
468,6022238,2026-03-01 00:34:29,home,start
469,6011554,2026-03-01 00:34:41,bill_payment,start
470,6008267,2026-03-01 00:34:45,home,view
471,6029701,2026-03-01 00:34:45,bill_payment,view
472,6030532,2026-03-01 00:34:47,card_statement,view
473,6000985,2026-03-01 00:34:47,bill_payment,view
474,6013373,2026-03-01 00:34:50,bill_payment,start
475,6017873,2026-03-01 00:34:50,home,view
476,6012856,2026-03-01 00:34:53,home,view
477,6001752,2026-03-01 00:34:55,bill_payment,start
478,6021887,2026-03-01 00:34:57,bill_payment,view
479,6011697,2026-03-01 00:35:18,bill_payment,view
480,6011548,2026-03-01 00:35:20,bill_payment,view
481,6024548,2026-03-01 00:35:22,home,view
482,6017376,2026-03-01 00:35:26,bill_payment,start
483,6023307,2026-03-01 00:35:27,bill_payment,start
484,6004802,2026-03-01 00:35:49,bill_payment,start
485,6027812,2026-03-01 00:35:53,bill_payment,start
486,6018980,2026-03-01 00:35:57,home,view
487,6031774,2026-03-01 00:35:58,bill_payment,view
488,6030131,2026-03-01 00:36:03,savings_cajita,start
489,6021235,2026-03-01 00:36:05,savings_cajita,view
490,6018227,2026-03-01 00:36:05,home,view
491,6018643,2026-03-01 00:36:13,home,view
492,6016368,2026-03-01 00:36:20,card_statement,view
493,6033099,2026-03-01 00:36:21,transfer_spei,start
494,6018606,2026-03-01 00:36:40,home,start
495,6011579,2026-03-01 00:36:43,home,start
496,6019637,2026-03-01 00:36:51,home,view
497,6004770,2026-03-01 00:36:51,home,start
498,6011247,2026-03-01 00:36:56,home,view
499,6020857,2026-03-01 00:37:06,savings_cajita,view
500,6033847,2026-03-01 00:37:09,transfer_spei,start
501,6026088,2026-03-01 00:37:10,home,view
502,6003652,2026-03-01 00:37:16,home,view
503,6020168,2026-03-01 00:37:23,bill_payment,view
504,6034099,2026-03-01 00:37:28,home,start
505,6025669,2026-03-01 00:37:39,savings_cajita,view
506,6025849,2026-03-01 00:37:39,home,view
507,6023858,2026-03-01 00:37:39,home,start
508,6004800,2026-03-01 00:37:48,home,view
509,6014240,2026-03-01 00:37:53,bill_payment,view
510,6012742,2026-03-01 00:37:55,savings_cajita,view
511,6017805,2026-03-01 00:37:56,savings_cajita,view
512,6037969,2026-03-01 00:37:59,transfer_spei,view
513,6018632,2026-03-01 00:38:29,savings_cajita,start
514,6022341,2026-03-01 00:38:31,home,view
515,6030444,2026-03-01 00:38:32,savings_cajita,start
516,6028858,2026-03-01 00:38:34,savings_cajita,view
517,6013004,2026-03-01 00:38:44,home,start
518,6006527,2026-03-01 00:38:45,bill_payment,start
519,6022806,2026-03-01 00:38:48,home,view
520,6002412,2026-03-01 00:38:51,bill_payment,start
521,6004465,2026-03-01 00:38:59,bill_payment,view
522,6022459,2026-03-01 00:39:01,limit_increase,start
523,6009532,2026-03-01 00:39:05,bill_payment,view
524,6021160,2026-03-01 00:39:10,home,start
525,6001503,2026-03-01 00:39:12,bill_payment,view
526,6020653,2026-03-01 00:39:13,bill_payment,view
527,6012937,2026-03-01 00:39:17,savings_cajita,start
528,6030425,2026-03-01 00:39:27,savings_cajita,view
529,6017583,2026-03-01 00:39:29,bill_payment,view
530,6009556,2026-03-01 00:39:32,savings_cajita,view
531,6007900,2026-03-01 00:39:42,savings_cajita,start
532,6028884,2026-03-01 00:39:45,bill_payment,view
533,6008857,2026-03-01 00:39:51,home,start
534,6020820,2026-03-01 00:39:53,savings_cajita,start
535,6032116,2026-03-01 00:39:56,savings_cajita,start
536,6034121,2026-03-01 00:39:56,savings_cajita,view
537,6033206,2026-03-01 00:39:56,card_statement,view
538,6028862,2026-03-01 00:40:12,bill_payment,view
539,6004462,2026-03-01 00:40:16,home,start
540,6023292,2026-03-01 00:40:17,bill_payment,view
541,6025055,2026-03-01 00:40:24,home,start
