nudge_id,customer_id,shown_ts,nudge_type,surface,exposure_no,hours_since_last_nudge,engaged,dismissed,opted_out_after
31,6020376,2026-03-01 08:13:55,savings_goal,home_card,1,,False,True,False
32,6026749,2026-03-01 08:13:57,invest_start,home_card,1,,False,False,False
33,6000577,2026-03-01 08:14:07,payroll_portability,home_card,1,,False,True,False
34,6013441,2026-03-01 08:14:36,bill_reminder,home_card,1,,True,False,False
35,6004573,2026-03-01 08:15:04,bill_reminder,home_card,1,,False,False,False
36,6026562,2026-03-01 08:16:17,payroll_portability,push,1,,True,False,False
37,6020206,2026-03-01 08:16:41,limit_increase,push,1,,False,False,False
38,6004680,2026-03-01 08:16:48,invest_start,push,1,,True,False,False
39,6018172,2026-03-01 08:17:29,invest_start,push,1,,False,True,False
40,6007286,2026-03-01 08:17:29,payroll_portability,push,1,,False,False,False
41,6025635,2026-03-01 08:17:37,savings_goal,in_app_modal,1,,False,False,False
42,6014589,2026-03-01 08:17:48,loan_offer,home_card,1,,False,False,False
43,6036450,2026-03-01 08:18:11,invest_start,in_app_modal,1,,False,False,False
44,6001877,2026-03-01 08:18:30,savings_goal,push,1,,False,False,False
45,6004311,2026-03-01 08:18:36,limit_increase,push,1,,False,False,False
46,6014830,2026-03-01 08:19:13,payroll_portability,home_card,1,,True,False,False
47,6032597,2026-03-01 08:19:17,payroll_portability,push,1,,False,True,False
48,6037305,2026-03-01 08:19:18,invest_start,push,1,,False,True,False
49,6024846,2026-03-01 08:19:18,savings_goal,home_card,1,,True,False,False
50,6009728,2026-03-01 08:19:32,savings_goal,home_card,1,,False,False,False
51,6004382,2026-03-01 08:19:38,limit_increase,home_card,1,,False,True,False
52,6034130,2026-03-01 08:19:49,invest_start,home_card,1,,False,False,False
53,6009617,2026-03-01 08:20:04,loan_offer,push,1,,True,False,False
54,6034526,2026-03-01 08:20:04,loan_offer,push,1,,False,False,False
55,6032169,2026-03-01 08:20:09,limit_increase,push,1,,False,True,False
56,6018002,2026-03-01 08:20:17,payroll_portability,home_card,1,,False,True,False
57,6034056,2026-03-01 08:20:33,bill_reminder,push,1,,False,True,False
58,6012148,2026-03-01 08:20:57,bill_reminder,home_card,1,,True,False,False
59,6000459,2026-03-01 08:21:20,loan_offer,push,1,,False,False,False
60,6022760,2026-03-01 08:21:27,loan_offer,in_app_modal,1,,False,False,False
61,6005214,2026-03-01 08:21:54,invest_start,home_card,1,,False,True,False
62,6016675,2026-03-01 08:23:01,invest_start,home_card,1,,False,False,False
63,6027063,2026-03-01 08:23:10,limit_increase,home_card,1,,True,False,False
64,6018196,2026-03-01 08:23:27,invest_start,home_card,1,,False,True,False
65,6019717,2026-03-01 08:23:33,invest_start,home_card,1,,False,False,False
66,6032128,2026-03-01 08:25:09,loan_offer,home_card,1,,False,True,False
67,6003021,2026-03-01 08:25:27,payroll_portability,home_card,1,,False,True,False
68,6003579,2026-03-01 08:26:30,savings_goal,push,1,,False,False,False
69,6016128,2026-03-01 08:26:53,invest_start,in_app_modal,1,,True,False,False
70,6013123,2026-03-01 08:27:04,bill_reminder,push,1,,False,False,False
71,6008881,2026-03-01 08:27:22,limit_increase,home_card,1,,True,False,False
72,6004469,2026-03-01 08:27:27,loan_offer,in_app_modal,1,,False,False,False
73,6033405,2026-03-01 08:27:43,limit_increase,home_card,1,,False,False,False
74,6035268,2026-03-01 08:28:47,loan_offer,home_card,1,,False,False,False
75,6027628,2026-03-01 08:29:12,limit_increase,in_app_modal,1,,False,False,False
76,6009825,2026-03-01 08:29:14,loan_offer,home_card,1,,False,False,False
77,6022162,2026-03-01 08:29:15,limit_increase,home_card,1,,False,True,False
78,6028560,2026-03-01 08:29:20,bill_reminder,home_card,1,,False,False,False
79,6007452,2026-03-01 08:29:28,bill_reminder,push,1,,False,True,False
80,6013448,2026-03-01 08:29:43,savings_goal,in_app_modal,1,,False,True,False
81,6025451,2026-03-01 08:30:08,bill_reminder,push,1,,True,False,False
82,6027662,2026-03-01 08:30:13,bill_reminder,push,1,,False,False,False
83,6025630,2026-03-01 08:30:56,invest_start,home_card,1,,False,False,False
84,6029719,2026-03-01 08:31:54,loan_offer,home_card,1,,False,False,False
85,6001304,2026-03-01 08:32:03,savings_goal,in_app_modal,1,,True,False,False
86,6025535,2026-03-01 08:32:12,bill_reminder,home_card,1,,False,False,False
87,6019745,2026-03-01 08:32:13,savings_goal,in_app_modal,1,,False,True,False
88,6023152,2026-03-01 08:32:25,payroll_portability,push,1,,False,False,False
89,6018653,2026-03-01 08:32:28,limit_increase,push,1,,True,False,False
90,6004606,2026-03-01 08:32:48,limit_increase,push,1,,True,False,False
91,6013284,2026-03-01 08:33:03,payroll_portability,home_card,1,,False,False,False
92,6006309,2026-03-01 08:33:21,loan_offer,in_app_modal,1,,True,False,False
93,6030291,2026-03-01 08:33:25,invest_start,home_card,1,,True,False,False
94,6022065,2026-03-01 08:34:05,invest_start,in_app_modal,1,,True,False,False
95,6024359,2026-03-01 08:34:59,savings_goal,in_app_modal,1,,True,False,False
96,6017825,2026-03-01 08:35:24,bill_reminder,home_card,1,,False,False,False
97,6009161,2026-03-01 08:35:25,savings_goal,home_card,1,,False,False,False
98,6004309,2026-03-01 08:35:53,limit_increase,home_card,1,,False,False,False
99,6009862,2026-03-01 08:35:55,savings_goal,home_card,1,,False,False,False
100,6028206,2026-03-01 08:36:03,savings_goal,push,1,,False,True,False
101,6000277,2026-03-01 08:36:52,bill_reminder,in_app_modal,1,,False,False,False
102,6037354,2026-03-01 08:37:01,bill_reminder,home_card,1,,False,True,False
103,6012562,2026-03-01 08:37:03,savings_goal,push,1,,False,False,False
104,6016748,2026-03-01 08:37:09,payroll_portability,home_card,1,,False,True,False
105,6025294,2026-03-01 08:37:39,savings_goal,home_card,1,,False,False,False
106,6025651,2026-03-01 08:37:45,limit_increase,push,1,,False,False,False
107,6003434,2026-03-01 08:38:07,savings_goal,home_card,1,,False,False,False
108,6037207,2026-03-01 08:38:52,payroll_portability,home_card,1,,False,False,False
109,6012990,2026-03-01 08:38:54,invest_start,push,1,,False,False,False
110,6004964,2026-03-01 08:39:04,payroll_portability,home_card,1,,False,False,False
111,6018465,2026-03-01 08:39:34,payroll_portability,home_card,1,,False,False,False
112,6029302,2026-03-01 08:39:38,invest_start,in_app_modal,1,,False,False,False
113,6000504,2026-03-01 08:39:57,bill_reminder,home_card,1,,False,True,False
114,6012818,2026-03-01 08:40:22,limit_increase,home_card,1,,False,True,False
115,6003718,2026-03-01 08:40:26,payroll_portability,push,1,,False,True,False
116,6000368,2026-03-01 08:41:15,limit_increase,push,1,,False,False,False
117,6010604,2026-03-01 08:41:29,bill_reminder,home_card,1,,False,True,False
118,6016718,2026-03-01 08:41:35,invest_start,in_app_modal,1,,False,True,False
119,6028529,2026-03-01 08:41:38,bill_reminder,in_app_modal,1,,False,False,False
120,6030078,2026-03-01 08:41:40,limit_increase,push,1,,False,False,False
121,6008331,2026-03-01 08:41:47,loan_offer,push,1,,False,False,False
122,6036488,2026-03-01 08:41:50,bill_reminder,home_card,1,,True,False,False
123,6016017,2026-03-01 08:43:17,loan_offer,home_card,1,,False,False,False
124,6033127,2026-03-01 08:43:38,bill_reminder,home_card,1,,True,False,False
125,6019231,2026-03-01 08:43:57,payroll_portability,push,1,,False,False,False
126,6021777,2026-03-01 08:44:09,payroll_portability,home_card,1,,False,False,False
127,6021303,2026-03-01 08:44:38,payroll_portability,home_card,1,,False,True,False
128,6004989,2026-03-01 08:44:48,loan_offer,home_card,1,,False,False,False
129,6023019,2026-03-01 08:45:35,invest_start,in_app_modal,1,,False,True,False
130,6003155,2026-03-01 08:46:02,invest_start,push,1,,False,True,False
131,6013812,2026-03-01 08:46:20,loan_offer,push,1,,False,False,False
132,6019285,2026-03-01 08:46:29,payroll_portability,push,1,,True,False,False
133,6021542,2026-03-01 08:46:40,loan_offer,home_card,1,,True,False,False
134,6014835,2026-03-01 08:47:02,loan_offer,in_app_modal,1,,False,False,False
135,6010113,2026-03-01 08:47:03,loan_offer,home_card,1,,False,False,False
136,6008507,2026-03-01 08:47:06,payroll_portability,push,1,,False,False,False
137,6011162,2026-03-01 08:47:13,bill_reminder,push,1,,False,False,False
138,6035404,2026-03-01 08:47:20,limit_increase,home_card,1,,False,False,False
139,6005455,2026-03-01 08:47:25,limit_increase,home_card,1,,True,False,False
140,6012275,2026-03-01 08:47:27,bill_reminder,in_app_modal,1,,False,True,False
141,6010060,2026-03-01 08:47:35,bill_reminder,home_card,1,,False,True,False
142,6016979,2026-03-01 08:47:48,savings_goal,in_app_modal,1,,False,False,False
143,6005966,2026-03-01 08:47:55,invest_start,push,1,,False,True,False
144,6008260,2026-03-01 08:48:40,loan_offer,home_card,1,,False,True,False
145,6020445,2026-03-01 08:49:02,invest_start,home_card,1,,True,False,False
146,6028133,2026-03-01 08:49:18,loan_offer,push,1,,False,False,False
147,6013525,2026-03-01 08:49:27,limit_increase,home_card,1,,False,False,False
148,6001695,2026-03-01 08:49:57,invest_start,in_app_modal,1,,False,True,False
149,6015939,2026-03-01 08:50:41,loan_offer,home_card,1,,False,False,False
150,6031074,2026-03-01 08:51:54,bill_reminder,push,1,,False,False,False
151,6022027,2026-03-01 08:52:48,loan_offer,home_card,1,,True,False,False
152,6017113,2026-03-01 08:53:12,savings_goal,push,1,,False,False,False
153,6027217,2026-03-01 08:53:14,limit_increase,push,1,,False,False,False
154,6014133,2026-03-01 08:53:16,limit_increase,home_card,1,,False,False,False
155,6024497,2026-03-01 08:53:31,invest_start,home_card,1,,False,True,False
156,6014844,2026-03-01 08:53:38,savings_goal,home_card,1,,False,True,False
157,6003703,2026-03-01 08:53:41,bill_reminder,push,1,,False,True,False
158,6030475,2026-03-01 08:53:42,invest_start,home_card,1,,False,False,False
159,6035114,2026-03-01 08:53:44,invest_start,in_app_modal,1,,False,True,False
160,6034063,2026-03-01 08:54:05,limit_increase,home_card,1,,False,True,False
161,6002056,2026-03-01 08:54:29,limit_increase,home_card,1,,False,False,False
162,6020969,2026-03-01 08:54:30,bill_reminder,home_card,1,,False,True,False
163,6031443,2026-03-01 08:54:35,savings_goal,in_app_modal,1,,False,True,False
164,6000472,2026-03-01 08:55:15,invest_start,in_app_modal,1,,False,True,False
165,6019970,2026-03-01 08:55:20,bill_reminder,home_card,1,,False,False,False
166,6010054,2026-03-01 08:55:38,payroll_portability,in_app_modal,1,,False,False,False
167,6024660,2026-03-01 08:55:52,bill_reminder,push,1,,False,False,False
168,6003531,2026-03-01 08:55:53,bill_reminder,push,1,,False,False,False
169,6000927,2026-03-01 08:57:06,bill_reminder,push,1,,False,True,False
170,6023072,2026-03-01 08:58:17,loan_offer,home_card,1,,False,True,False
171,6036304,2026-03-01 08:58:24,invest_start,home_card,1,,False,True,False
172,6020321,2026-03-01 08:58:26,invest_start,push,1,,False,False,False
173,6037976,2026-03-01 08:58:28,invest_start,in_app_modal,1,,False,True,False
174,6029874,2026-03-01 08:58:43,loan_offer,in_app_modal,1,,True,False,False
175,6033564,2026-03-01 08:59:14,bill_reminder,push,1,,False,True,False
176,6037281,2026-03-01 08:59:19,limit_increase,home_card,1,,False,False,False
177,6009546,2026-03-01 09:01:29,loan_offer,home_card,1,,False,True,False
178,6000401,2026-03-01 09:02:29,invest_start,home_card,1,,True,False,False
179,6021880,2026-03-01 09:02:34,bill_reminder,home_card,1,,False,False,False
180,6004432,2026-03-01 09:02:34,limit_increase,home_card,1,,False,True,False
181,6007358,2026-03-01 09:02:36,savings_goal,home_card,1,,False,True,False
182,6031223,2026-03-01 09:03:02,savings_goal,push,1,,False,False,False
183,6001805,2026-03-01 09:03:45,bill_reminder,home_card,1,,True,False,False
184,6006267,2026-03-01 09:03:57,invest_start,push,1,,False,False,False
185,6020477,2026-03-01 09:04:36,payroll_portability,home_card,1,,True,False,False
186,6027610,2026-03-01 09:04:57,payroll_portability,home_card,1,,False,False,False
187,6015583,2026-03-01 09:05:29,invest_start,home_card,1,,False,False,False
188,6022146,2026-03-01 09:05:38,limit_increase,push,1,,True,False,False
189,6029239,2026-03-01 09:06:19,invest_start,home_card,1,,True,False,False
190,6030726,2026-03-01 09:06:26,invest_start,in_app_modal,1,,True,False,False
191,6014179,2026-03-01 09:06:30,limit_increase,in_app_modal,1,,False,True,False
192,6024749,2026-03-01 09:07:23,bill_reminder,home_card,1,,False,True,False
193,6014828,2026-03-01 09:07:41,bill_reminder,home_card,1,,False,True,False
194,6005692,2026-03-01 09:08:41,limit_increase,in_app_modal,1,,False,True,False
195,6007219,2026-03-01 09:09:01,savings_goal,push,1,,True,False,False
196,6019722,2026-03-01 09:09:04,bill_reminder,home_card,1,,False,False,False
197,6028702,2026-03-01 09:09:50,bill_reminder,push,1,,False,False,False
198,6032824,2026-03-01 09:10:04,loan_offer,home_card,1,,False,False,False
199,6035477,2026-03-01 09:10:09,invest_start,home_card,1,,False,False,False
200,6012370,2026-03-01 09:10:14,payroll_portability,in_app_modal,1,,False,True,False
201,6009495,2026-03-01 09:10:52,savings_goal,home_card,1,,False,True,False
202,6015061,2026-03-01 09:10:56,invest_start,push,1,,False,False,False
203,6031998,2026-03-01 09:11:05,savings_goal,push,1,,False,False,False
204,6029608,2026-03-01 09:11:29,invest_start,home_card,1,,False,True,False
205,6027540,2026-03-01 09:11:55,limit_increase,push,1,,False,True,False
206,6035677,2026-03-01 09:12:09,limit_increase,in_app_modal,1,,False,True,False
207,6023601,2026-03-01 09:13:07,invest_start,home_card,1,,False,False,False
208,6019354,2026-03-01 09:13:39,bill_reminder,in_app_modal,1,,False,True,False
209,6024798,2026-03-01 09:14:07,limit_increase,home_card,1,,False,False,False
210,6013233,2026-03-01 09:14:22,payroll_portability,home_card,1,,False,True,False
211,6023968,2026-03-01 09:14:28,limit_increase,home_card,1,,False,True,False
212,6014798,2026-03-01 09:15:59,bill_reminder,in_app_modal,1,,False,True,False
213,6032433,2026-03-01 09:16:03,loan_offer,home_card,1,,True,False,False
214,6029941,2026-03-01 09:16:47,loan_offer,home_card,1,,False,False,False
215,6016751,2026-03-01 09:16:53,limit_increase,home_card,1,,False,False,False
216,6031530,2026-03-01 09:16:58,savings_goal,push,1,,True,False,False
217,6023156,2026-03-01 09:17:09,loan_offer,push,1,,False,False,False
218,6023609,2026-03-01 09:18:15,payroll_portability,home_card,1,,False,True,False
219,6031890,2026-03-01 09:18:29,loan_offer,home_card,1,,False,True,False
220,6012875,2026-03-01 09:18:44,bill_reminder,home_card,1,,False,False,False
221,6027751,2026-03-01 09:18:51,bill_reminder,home_card,1,,False,True,False
222,6035475,2026-03-01 09:18:57,payroll_portability,home_card,1,,False,True,False
223,6012258,2026-03-01 09:19:09,bill_reminder,push,1,,False,False,False
224,6025862,2026-03-01 09:20:47,loan_offer,home_card,1,,False,False,False
225,6019029,2026-03-01 09:20:50,savings_goal,push,1,,False,False,False
226,6013809,2026-03-01 09:20:52,bill_reminder,in_app_modal,1,,False,False,False
227,6004165,2026-03-01 09:21:03,payroll_portability,push,1,,False,False,False
228,6016093,2026-03-01 09:21:40,loan_offer,push,1,,False,True,False
229,6026770,2026-03-01 09:22:25,loan_offer,home_card,1,,False,False,False
230,6009208,2026-03-01 09:22:31,invest_start,home_card,1,,False,False,False
231,6004773,2026-03-01 09:23:29,invest_start,home_card,1,,False,False,False
232,6011491,2026-03-01 09:23:30,limit_increase,push,1,,True,False,False
233,6004252,2026-03-01 09:24:53,invest_start,in_app_modal,1,,False,False,False
234,6013632,2026-03-01 09:24:57,bill_reminder,push,1,,False,True,False
235,6007175,2026-03-01 09:25:13,savings_goal,home_card,1,,False,True,False
236,6008312,2026-03-01 09:25:24,bill_reminder,in_app_modal,1,,False,False,False
237,6004372,2026-03-01 09:25:35,limit_increase,push,1,,False,False,False
238,6014181,2026-03-01 09:25:57,bill_reminder,push,1,,False,True,False
239,6009391,2026-03-01 09:26:14,savings_goal,home_card,1,,False,False,False
240,6019431,2026-03-01 09:26:19,limit_increase,push,1,,False,False,False
241,6027173,2026-03-01 09:26:25,savings_goal,home_card,1,,False,True,False
242,6035573,2026-03-01 09:26:42,loan_offer,home_card,1,,False,True,False
243,6006817,2026-03-01 09:26:56,savings_goal,push,1,,False,False,False
244,6020536,2026-03-01 09:27:03,limit_increase,home_card,1,,False,False,False
245,6020833,2026-03-01 09:27:33,payroll_portability,in_app_modal,1,,False,False,False
246,6000382,2026-03-01 09:28:18,bill_reminder,home_card,1,,True,False,False
247,6012113,2026-03-01 09:28:18,bill_reminder,home_card,1,,False,False,False
248,6016913,2026-03-01 09:28:41,savings_goal,home_card,1,,False,False,False
249,6013306,2026-03-01 09:29:16,bill_reminder,home_card,1,,False,False,False
250,6036005,2026-03-01 09:29:24,invest_start,push,1,,False,True,False
251,6005850,2026-03-01 09:29:26,invest_start,home_card,1,,False,False,False
252,6000173,2026-03-01 09:29:43,invest_start,home_card,1,,False,False,False
253,6024459,2026-03-01 09:29:48,bill_reminder,home_card,1,,False,False,False
254,6027384,2026-03-01 09:30:06,bill_reminder,push,1,,False,True,False
255,6009578,2026-03-01 09:30:17,limit_increase,home_card,1,,False,True,False
256,6032761,2026-03-01 09:30:24,bill_reminder,in_app_modal,1,,False,False,False
257,6034940,2026-03-01 09:30:39,savings_goal,push,1,,False,False,False
258,6008689,2026-03-01 09:31:09,savings_goal,in_app_modal,1,,False,True,False
259,6000913,2026-03-01 09:32:12,invest_start,push,1,,False,False,False
260,6033338,2026-03-01 09:32:17,invest_start,in_app_modal,1,,False,True,False
261,6005242,2026-03-01 09:32:19,bill_reminder,home_card,1,,False,True,False
262,6010548,2026-03-01 09:32:26,loan_offer,in_app_modal,1,,False,False,False
263,6016439,2026-03-01 09:32:51,limit_increase,in_app_modal,1,,True,False,False
264,6021530,2026-03-01 09:33:00,payroll_portability,home_card,1,,False,False,False
265,6016813,2026-03-01 09:35:03,invest_start,push,1,,False,True,False
266,6015997,2026-03-01 09:35:53,loan_offer,home_card,1,,False,False,False
267,6029467,2026-03-01 09:36:08,invest_start,home_card,1,,True,False,False
268,6033887,2026-03-01 09:36:23,bill_reminder,push,1,,False,False,False
269,6004806,2026-03-01 09:36:41,payroll_portability,push,1,,True,False,False
270,6012600,2026-03-01 09:37:04,limit_increase,push,1,,False,True,False
271,6031921,2026-03-01 09:37:07,payroll_portability,push,1,,True,False,False
272,6007116,2026-03-01 09:37:24,invest_start,home_card,1,,False,False,False
273,6023588,2026-03-01 09:37:36,invest_start,home_card,1,,False,True,False
274,6028394,2026-03-01 09:38:15,payroll_portability,in_app_modal,1,,False,False,False
275,6037390,2026-03-01 09:40:42,loan_offer,home_card,1,,False,False,False
276,6027121,2026-03-01 09:41:05,savings_goal,home_card,1,,False,False,False
277,6033545,2026-03-01 09:41:10,savings_goal,home_card,1,,True,False,False
278,6013894,2026-03-01 09:41:48,payroll_portability,home_card,1,,False,True,False
279,6027733,2026-03-01 09:41:56,savings_goal,in_app_modal,1,,False,True,False
280,6001950,2026-03-01 09:42:10,bill_reminder,push,1,,False,False,False
281,6000604,2026-03-01 09:42:39,invest_start,home_card,1,,False,False,False
282,6009922,2026-03-01 09:43:34,payroll_portability,home_card,1,,False,False,False
283,6021025,2026-03-01 09:43:48,bill_reminder,home_card,1,,False,False,False
284,6027795,2026-03-01 09:43:51,payroll_portability,home_card,1,,True,False,False
285,6033287,2026-03-01 09:45:41,loan_offer,push,1,,False,False,False
286,6010161,2026-03-01 09:46:09,savings_goal,in_app_modal,1,,False,True,False
287,6031856,2026-03-01 09:46:35,bill_reminder,in_app_modal,1,,False,False,False
288,6018817,2026-03-01 09:46:45,invest_start,home_card,1,,False,False,False
289,6024013,2026-03-01 09:46:45,invest_start,home_card,1,,False,True,False
290,6015835,2026-03-01 09:46:50,invest_start,push,1,,False,True,False
291,6011238,2026-03-01 09:47:08,savings_goal,push,1,,False,True,False
292,6026800,2026-03-01 09:47:22,limit_increase,home_card,1,,True,False,False
293,6029977,2026-03-01 09:48:09,bill_reminder,push,1,,True,False,False
294,6011581,2026-03-01 09:48:09,savings_goal,push,1,,False,True,False
295,6007330,2026-03-01 09:48:18,limit_increase,home_card,1,,False,True,False
296,6029165,2026-03-01 09:48:25,bill_reminder,push,1,,False,False,False
297,6028883,2026-03-01 09:48:50,loan_offer,home_card,1,,False,True,False
298,6025289,2026-03-01 09:48:52,limit_increase,home_card,1,,False,True,False
299,6004910,2026-03-01 09:49:37,payroll_portability,push,1,,False,False,False
300,6034827,2026-03-01 09:50:30,limit_increase,in_app_modal,1,,True,False,False
301,6021445,2026-03-01 09:51:09,loan_offer,push,1,,False,True,False
302,6034188,2026-03-01 09:51:51,invest_start,in_app_modal,1,,False,True,False
303,6003533,2026-03-01 09:51:59,loan_offer,home_card,1,,False,False,False
304,6006815,2026-03-01 09:52:05,bill_reminder,home_card,1,,False,True,False
305,6033783,2026-03-01 09:52:24,payroll_portability,home_card,1,,True,False,False
306,6026021,2026-03-01 09:52:42,savings_goal,home_card,1,,True,False,False
307,6014823,2026-03-01 09:52:53,bill_reminder,in_app_modal,1,,False,False,False
308,6021512,2026-03-01 09:53:00,invest_start,push,1,,False,False,False
309,6030791,2026-03-01 09:53:05,savings_goal,push,1,,False,True,False
310,6006192,2026-03-01 09:53:07,limit_increase,home_card,1,,False,False,False
311,6030593,2026-03-01 09:53:45,payroll_portability,home_card,1,,False,True,False
312,6023321,2026-03-01 09:53:46,invest_start,push,1,,False,False,False
313,6020582,2026-03-01 09:53:47,savings_goal,home_card,1,,True,False,False
314,6018986,2026-03-01 09:54:00,savings_goal,push,1,,False,True,False
315,6034863,2026-03-01 09:54:02,loan_offer,push,1,,False,False,False
316,6012639,2026-03-01 09:54:24,payroll_portability,in_app_modal,1,,False,True,False
317,6014249,2026-03-01 09:54:30,payroll_portability,home_card,1,,False,True,False
318,6031818,2026-03-01 09:55:06,payroll_portability,home_card,1,,False,False,False
319,6014008,2026-03-01 09:55:26,savings_goal,push,1,,False,False,False
320,6019478,2026-03-01 09:55:29,limit_increase,push,1,,False,False,False
321,6035131,2026-03-01 09:55:31,bill_reminder,home_card,1,,True,False,False
322,6016555,2026-03-01 09:55:44,loan_offer,in_app_modal,1,,False,False,False
323,6028819,2026-03-01 09:55:59,bill_reminder,home_card,1,,False,True,False
324,6027494,2026-03-01 09:56:01,savings_goal,in_app_modal,1,,False,True,False
325,6001189,2026-03-01 09:57:02,limit_increase,home_card,1,,False,False,False
326,6010788,2026-03-01 09:58:13,bill_reminder,in_app_modal,1,,False,True,False
327,6037879,2026-03-01 09:58:16,loan_offer,push,1,,False,True,False
328,6014589,2026-03-01 09:58:31,invest_start,push,1,1.68,False,False,False
329,6031566,2026-03-01 09:58:38,limit_increase,home_card,1,,False,True,False
330,6001990,2026-03-01 09:58:44,limit_increase,home_card,1,,True,False,False
331,6003090,2026-03-01 09:59:02,payroll_portability,push,1,,True,False,False
332,6020643,2026-03-01 10:00:14,payroll_portability,home_card,1,,False,True,False
333,6001444,2026-03-01 10:00:30,payroll_portability,home_card,1,,True,False,False
334,6030603,2026-03-01 10:00:37,savings_goal,home_card,1,,False,True,False
335,6007073,2026-03-01 10:00:39,bill_reminder,push,1,,False,False,False
336,6028706,2026-03-01 10:00:50,bill_reminder,home_card,1,,False,False,False
337,6003366,2026-03-01 10:00:52,savings_goal,home_card,1,,False,True,False
338,6030920,2026-03-01 10:01:02,bill_reminder,push,1,,True,False,False
339,6018467,2026-03-01 10:01:19,bill_reminder,in_app_modal,1,,False,False,False
340,6010890,2026-03-01 10:01:24,payroll_portability,home_card,1,,False,False,False
341,6029801,2026-03-01 10:01:51,limit_increase,home_card,1,,False,True,False
342,6017035,2026-03-01 10:02:02,limit_increase,home_card,1,,False,True,False
343,6016559,2026-03-01 10:02:20,limit_increase,home_card,1,,True,False,False
344,6024990,2026-03-01 10:02:41,loan_offer,push,1,,True,False,False
345,6000902,2026-03-01 10:02:58,savings_goal,push,1,,False,True,False
346,6036578,2026-03-01 10:02:59,invest_start,push,1,,False,False,False
347,6023061,2026-03-01 10:03:15,invest_start,push,1,,False,False,False
348,6027946,2026-03-01 10:03:20,loan_offer,in_app_modal,1,,False,False,False
349,6036740,2026-03-01 10:03:59,invest_start,in_app_modal,1,,False,True,False
350,6014296,2026-03-01 10:04:18,payroll_portability,push,1,,True,False,False
351,6033952,2026-03-01 10:04:41,savings_goal,push,1,,False,True,False
352,6012756,2026-03-01 10:05:46,bill_reminder,push,1,,False,True,False
353,6020730,2026-03-01 10:05:48,loan_offer,home_card,1,,False,False,False
354,6032260,2026-03-01 10:06:24,savings_goal,push,1,,False,False,False
355,6030269,2026-03-01 10:06:29,invest_start,in_app_modal,1,,False,True,False
356,6014518,2026-03-01 10:06:31,payroll_portability,push,1,,False,False,False
357,6035395,2026-03-01 10:07:43,savings_goal,in_app_modal,1,,False,False,False
358,6024089,2026-03-01 10:07:53,savings_goal,in_app_modal,1,,False,True,False
359,6028765,2026-03-01 10:08:04,invest_start,push,1,,False,False,False
360,6026932,2026-03-01 10:08:05,savings_goal,home_card,1,,False,False,False
361,6006551,2026-03-01 10:08:23,bill_reminder,push,1,,False,True,False
362,6009385,2026-03-01 10:08:26,savings_goal,in_app_modal,1,,False,True,False
363,6018294,2026-03-01 10:08:51,loan_offer,home_card,1,,False,False,False
364,6008220,2026-03-01 10:10:03,savings_goal,push,1,,False,False,False
