customer_id,tenure_months,age,state,income_band,monthly_income_est_mxn,payday_day_of_month,engagement_score,avg_balance_mxn,card_utilization_pct,days_negative_90d,savings_rate_90d_pct,revenue_ltm_mxn,nps_last_score,has_cuenta_nu,has_cajita_turbo,has_personal_loan,has_investments,has_payroll_portability
6000073,34,36,Baja California,8k-15k,14700.0,30,23.7,4479.0,12.6,0,33.2,845.0,,True,False,False,False,False
6000074,34,46,Estado de Mexico,30k-60k,39600.0,1,40.4,9038.0,74.6,1,13.9,2552.0,7.0,True,False,False,False,False
6000075,2,32,Nuevo Leon,8k-15k,24100.0,15,65.6,654.0,25.3,0,28.4,1274.0,,True,False,False,False,False
6000076,52,37,Guanajuato,15k-30k,35900.0,30,47.9,5544.0,49.5,0,35.2,1524.0,,False,False,True,False,False
6000077,34,24,CDMX,>60k,32300.0,15,44.0,1941.0,45.6,1,9.5,1528.0,,True,False,False,False,False
6000078,56,18,Guanajuato,8k-15k,23600.0,15,85.7,4334.0,38.5,2,28.2,1130.0,,True,False,False,False,False
6000079,43,20,Guanajuato,30k-60k,20000.0,15,47.8,161.0,74.6,0,7.9,1890.0,,True,False,False,False,False
6000080,9,43,Queretaro,30k-60k,19300.0,15,72.2,486.0,70.6,0,41.1,1666.0,,False,False,False,True,False
6000081,17,38,Jalisco,15k-30k,7700.0,15,40.3,642.0,65.9,2,23.3,933.0,,True,False,False,False,False
6000082,12,35,Queretaro,<8k,15000.0,15,39.2,3708.0,42.4,2,0.0,744.0,,True,False,False,False,False
6000083,18,23,Guanajuato,30k-60k,34200.0,1,43.4,6401.0,64.4,0,12.2,2008.0,7.0,False,False,False,False,False
6000084,36,52,Veracruz,30k-60k,16100.0,15,37.8,2537.0,38.6,0,23.2,668.0,,True,False,False,False,False
6000085,12,22,Queretaro,<8k,10200.0,1,48.8,6828.0,72.3,3,19.5,1141.0,7.0,True,False,False,False,False
6000086,56,48,Guanajuato,30k-60k,16100.0,15,62.7,401.0,29.2,0,10.9,829.0,,False,False,False,False,True
6000087,10,34,Puebla,<8k,15400.0,15,13.0,5138.0,52.1,0,42.4,911.0,9.0,True,True,False,False,False
6000088,28,43,Nuevo Leon,8k-15k,22000.0,30,79.8,7104.0,94.2,2,2.9,1506.0,3.0,True,False,False,False,False
6000089,13,42,Chihuahua,15k-30k,44500.0,15,65.1,1086.0,15.0,0,50.8,820.0,8.0,False,False,False,False,True
6000090,40,24,Nuevo Leon,8k-15k,12200.0,1,83.2,2013.0,68.5,1,0.0,1029.0,,True,False,True,False,False
6000091,9,29,Guanajuato,15k-30k,28700.0,30,47.3,319.0,20.4,0,13.1,985.0,8.0,True,False,False,False,False
6000092,14,42,Estado de Mexico,8k-15k,15700.0,30,26.0,1699.0,6.3,0,25.1,192.0,,True,False,False,False,True
6000093,3,55,Estado de Mexico,15k-30k,24700.0,30,73.2,1887.0,55.4,1,4.4,1857.0,,False,False,False,False,False
6000094,49,46,Estado de Mexico,15k-30k,14200.0,15,18.3,3901.0,65.0,0,43.0,1191.0,8.0,True,False,False,False,False
6000095,5,18,Nuevo Leon,8k-15k,19600.0,1,77.6,2950.0,55.3,0,0.0,1613.0,,True,False,False,False,False
6000096,26,47,Chihuahua,30k-60k,36800.0,1,76.8,4978.0,44.6,1,27.4,1239.0,,True,False,False,False,False
6000097,49,24,Guanajuato,30k-60k,35000.0,15,46.6,7729.0,64.2,0,35.9,2430.0,,True,True,False,False,False
6000098,25,38,Queretaro,8k-15k,9200.0,30,43.9,2076.0,35.1,0,40.3,666.0,,True,False,True,False,True
6000099,54,26,Jalisco,15k-30k,6000.0,15,61.5,900.0,17.9,1,31.6,510.0,,True,False,False,False,False
6000100,57,26,Estado de Mexico,8k-15k,7400.0,15,54.3,651.0,33.5,1,20.2,697.0,,True,False,False,False,False
6000101,3,53,Puebla,30k-60k,19200.0,30,63.1,6266.0,28.2,0,6.3,694.0,,False,False,False,False,False
6000102,42,46,Guanajuato,30k-60k,16300.0,1,33.8,947.0,45.0,0,48.0,736.0,,True,True,False,True,False
6000103,48,51,Guanajuato,30k-60k,43200.0,15,83.6,1174.0,61.4,2,22.7,2941.0,,False,False,False,False,False
6000104,36,33,Queretaro,<8k,18400.0,15,46.8,689.0,5.1,0,18.2,805.0,,True,False,False,False,False
6000105,18,45,Guanajuato,15k-30k,9400.0,30,62.3,1190.0,65.8,0,32.6,1064.0,,False,True,False,False,False
6000106,13,32,Baja California,15k-30k,17800.0,1,49.3,2505.0,24.8,2,7.9,787.0,,False,False,False,False,False
6000107,49,28,Jalisco,30k-60k,44300.0,15,34.4,662.0,60.8,0,6.5,1358.0,,True,False,False,False,False
6000108,14,38,Chihuahua,30k-60k,25700.0,1,44.6,2373.0,35.9,0,16.0,845.0,,False,False,False,False,False
6000109,50,41,CDMX,30k-60k,18200.0,15,66.8,2160.0,63.9,2,3.5,1550.0,8.0,True,False,False,False,False
6000110,45,33,Puebla,>60k,39700.0,30,67.4,2275.0,34.1,3,22.8,863.0,,True,False,False,False,True
6000111,52,37,Puebla,15k-30k,31300.0,1,78.2,2578.0,39.8,0,42.3,1176.0,,False,False,False,False,True
6000112,33,36,Nuevo Leon,>60k,30700.0,1,54.2,701.0,22.8,1,23.4,1439.0,,False,False,False,False,False
6000113,42,47,Veracruz,30k-60k,20200.0,30,53.2,8707.0,14.8,0,28.7,535.0,,False,False,False,False,False
6000114,33,50,Nuevo Leon,8k-15k,3900.0,1,50.4,1323.0,15.0,0,40.8,368.0,,True,False,False,False,False
6000115,10,46,Baja California,15k-30k,13900.0,15,52.9,2035.0,40.5,3,37.3,786.0,,False,False,False,False,False
6000116,50,54,Veracruz,<8k,5100.0,15,49.7,2900.0,81.2,0,15.2,1167.0,,True,True,False,False,False
6000117,2,40,CDMX,<8k,11500.0,30,60.8,3918.0,24.3,1,15.6,838.0,,True,False,False,False,True
6000118,44,39,Puebla,15k-30k,17000.0,15,68.1,3320.0,43.8,1,0.0,1323.0,,True,False,False,False,False
6000119,48,46,Chihuahua,<8k,8700.0,1,51.3,6529.0,9.0,0,48.5,513.0,,True,False,False,False,False
6000120,19,26,CDMX,8k-15k,7800.0,15,54.4,183.0,77.2,1,32.8,1014.0,6.0,True,False,False,False,False
6000121,43,39,Veracruz,>60k,38600.0,15,39.1,1198.0,64.5,0,31.9,1736.0,,True,False,False,False,False
6000122,20,54,Queretaro,8k-15k,24400.0,1,82.1,705.0,40.1,0,6.8,1565.0,,False,False,False,False,True
6000123,33,33,Chihuahua,8k-15k,21200.0,30,16.2,10190.0,4.5,0,4.6,933.0,7.0,True,False,False,False,True
6000124,23,53,Veracruz,<8k,9500.0,15,70.4,5057.0,58.3,0,48.2,1116.0,10.0,False,True,False,False,False
6000125,1,31,CDMX,15k-30k,32700.0,1,88.1,11725.0,86.3,0,50.6,1453.0,,False,False,False,False,False
6000126,18,29,Baja California,15k-30k,38700.0,15,68.0,3688.0,18.5,0,29.0,1752.0,,False,True,False,False,False
6000127,30,33,Puebla,<8k,17100.0,15,27.4,543.0,77.2,1,12.0,1608.0,9.0,True,False,False,False,True
6000128,34,25,CDMX,<8k,5900.0,15,86.8,2240.0,47.2,1,24.6,868.0,8.0,True,False,False,False,True
6000129,14,18,Chihuahua,8k-15k,21200.0,30,82.8,7041.0,61.3,1,0.0,1401.0,10.0,True,False,True,False,False
6000130,44,51,Baja California,<8k,7600.0,1,47.6,891.0,64.5,2,2.7,1118.0,,True,False,False,False,False
6000131,7,43,Estado de Mexico,8k-15k,23000.0,30,51.7,1045.0,23.0,0,1.0,1124.0,7.0,True,False,False,False,False
6000132,38,46,CDMX,8k-15k,14200.0,15,30.8,468.0,42.5,0,29.3,595.0,,True,False,False,False,False
6000133,2,44,Guanajuato,8k-15k,16000.0,15,59.2,4282.0,53.1,1,30.8,1017.0,9.0,False,False,False,False,False
6000134,47,37,Jalisco,15k-30k,36200.0,30,61.9,471.0,7.4,1,13.9,812.0,,True,False,False,False,False
6000135,22,20,Guanajuato,8k-15k,9400.0,1,68.0,3077.0,65.4,0,40.5,965.0,9.0,False,True,False,False,False
6000136,10,36,Queretaro,8k-15k,15300.0,30,79.9,3948.0,21.8,1,13.0,813.0,,True,False,True,False,False
6000137,30,38,Guanajuato,30k-60k,33000.0,1,48.1,3999.0,56.9,4,17.2,1473.0,,False,False,False,True,False
6000138,48,38,Estado de Mexico,<8k,9000.0,15,60.2,982.0,42.5,1,4.7,628.0,,True,False,False,False,True
6000139,24,49,Veracruz,<8k,33300.0,30,61.0,2353.0,48.1,0,39.6,1563.0,6.0,True,False,False,False,True
6000140,15,20,Estado de Mexico,8k-15k,12400.0,1,66.8,428.0,56.4,0,9.7,1152.0,,False,False,False,False,True
6000141,48,35,Puebla,8k-15k,8800.0,15,65.4,754.0,48.9,0,32.4,923.0,,True,False,False,False,False
6000142,48,49,Queretaro,15k-30k,55400.0,30,75.0,2876.0,56.2,2,20.2,1271.0,10.0,False,False,False,False,False
6000143,38,49,Puebla,15k-30k,13500.0,15,48.7,2499.0,80.9,1,3.5,1398.0,,True,False,False,False,True
6000144,31,50,Baja California,15k-30k,9200.0,1,69.6,1235.0,42.4,0,74.9,857.0,,True,True,False,False,False
6000145,24,34,Chihuahua,<8k,12000.0,15,46.7,2806.0,30.1,1,20.5,815.0,10.0,True,False,False,False,False
6000146,36,46,Jalisco,<8k,8600.0,30,90.5,16050.0,37.8,0,47.3,553.0,7.0,True,True,False,False,False
6000147,12,36,Jalisco,<8k,17600.0,15,22.3,7671.0,7.7,0,33.9,215.0,7.0,False,True,False,False,False
6000148,20,24,Nuevo Leon,15k-30k,12900.0,30,17.4,1214.0,26.2,1,46.3,696.0,,True,False,False,True,False
6000149,35,27,Puebla,15k-30k,13100.0,1,30.8,4400.0,61.5,1,31.1,1207.0,9.0,True,False,False,False,False
6000150,33,31,Guanajuato,15k-30k,17900.0,1,37.7,1014.0,72.5,1,7.3,1570.0,6.0,False,False,False,False,False
6000151,39,20,Jalisco,8k-15k,8800.0,30,73.4,4635.0,27.6,1,23.7,590.0,,True,False,False,False,False
6000152,9,37,CDMX,8k-15k,46600.0,15,65.7,2132.0,19.7,1,23.6,535.0,,False,False,False,False,False
6000153,15,45,Veracruz,30k-60k,24700.0,30,20.4,1432.0,23.6,1,15.1,568.0,,True,False,False,False,False
6000154,3,47,Jalisco,30k-60k,16100.0,30,97.8,7042.0,64.7,0,6.5,1124.0,,False,False,True,False,False
6000155,17,40,Guanajuato,8k-15k,3800.0,15,37.4,455.0,36.2,0,43.4,567.0,,False,False,False,False,False
6000156,38,42,Puebla,>60k,23900.0,15,65.0,1750.0,15.4,3,4.5,846.0,,False,False,False,False,False
6000157,34,22,Baja California,30k-60k,7000.0,15,20.8,918.0,73.5,1,31.2,1187.0,6.0,True,False,True,False,False
6000158,46,33,Chihuahua,<8k,10500.0,15,29.7,3271.0,72.6,0,17.2,1114.0,,True,True,False,False,False
6000159,55,43,Veracruz,8k-15k,15000.0,1,45.6,32446.0,18.2,0,42.4,613.0,,True,False,False,False,True
6000160,17,54,Estado de Mexico,15k-30k,4200.0,1,22.8,7293.0,27.1,1,54.3,403.0,,True,False,False,False,True
6000161,19,41,Nuevo Leon,<8k,6400.0,15,49.3,2710.0,30.2,0,29.7,470.0,,True,False,False,False,False
6000162,17,49,Queretaro,30k-60k,14600.0,30,54.8,3428.0,14.9,0,32.7,658.0,,False,True,False,False,False
6000163,10,49,Puebla,15k-30k,36100.0,30,82.7,727.0,45.0,0,25.0,1953.0,,False,False,False,False,False
6000164,49,38,Veracruz,15k-30k,20000.0,30,55.9,1073.0,79.5,0,0.0,1879.0,,True,False,False,False,False
6000165,43,25,Chihuahua,30k-60k,23700.0,1,44.6,283.0,76.9,2,4.6,1723.0,,True,False,False,False,False
6000166,21,50,Guanajuato,<8k,17100.0,30,78.5,1963.0,44.0,0,14.6,694.0,6.0,True,False,False,False,False
6000167,60,29,Nuevo Leon,<8k,10000.0,1,54.5,522.0,55.9,0,29.9,969.0,10.0,True,False,False,False,False
6000168,51,53,Veracruz,15k-30k,10400.0,30,69.5,1396.0,85.7,2,9.8,1312.0,,False,False,False,False,False
6000169,11,27,Baja California,<8k,11800.0,1,65.2,906.0,30.2,0,3.6,591.0,,True,False,False,False,False
6000170,43,44,Puebla,>60k,39400.0,1,41.0,10196.0,44.6,2,6.5,2128.0,,True,False,False,False,False
6000171,32,34,Veracruz,15k-30k,40500.0,15,20.6,4339.0,64.1,0,18.7,1236.0,7.0,True,False,False,False,False
6000172,20,20,Puebla,<8k,28200.0,1,74.5,1348.0,28.5,0,27.4,1170.0,,True,False,False,True,False
6000173,25,47,Puebla,<8k,14000.0,15,69.9,4043.0,19.4,0,49.3,728.0,,False,False,False,False,False
6000174,10,31,Veracruz,15k-30k,18200.0,30,57.1,2051.0,30.5,0,21.9,649.0,,True,False,False,False,False
6000175,24,52,CDMX,15k-30k,17700.0,1,28.2,4699.0,68.1,1,40.3,1076.0,7.0,True,False,False,True,False
6000176,29,33,Guanajuato,8k-15k,32500.0,1,79.9,2345.0,22.8,0,20.1,606.0,,True,False,False,False,True
6000177,42,36,Nuevo Leon,30k-60k,15600.0,30,82.6,629.0,40.8,0,9.3,1299.0,,True,False,True,False,False
6000178,17,29,Nuevo Leon,8k-15k,26700.0,15,73.5,686.0,31.6,0,24.7,1286.0,,True,False,False,False,False
6000179,12,50,Veracruz,8k-15k,8600.0,15,8.0,8103.0,61.8,1,22.7,948.0,,True,False,False,False,False
6000180,44,39,Estado de Mexico,8k-15k,8100.0,30,40.5,11432.0,24.4,1,26.7,390.0,10.0,True,False,False,False,True
6000181,47,32,Puebla,30k-60k,15300.0,15,30.6,3554.0,23.3,3,10.3,494.0,,True,False,False,False,False
6000182,47,20,Guanajuato,30k-60k,5900.0,15,25.7,5202.0,49.8,1,22.7,879.0,,True,False,False,False,False
6000183,58,29,Guanajuato,15k-30k,15700.0,1,31.1,1140.0,53.6,0,61.8,883.0,,True,False,False,False,False
6000184,57,24,Estado de Mexico,15k-30k,26300.0,15,75.2,11556.0,29.6,0,37.0,1034.0,7.0,False,False,False,False,False
6000185,4,43,Nuevo Leon,<8k,12900.0,1,34.9,5709.0,68.6,0,23.6,1123.0,,True,True,True,False,False
6000186,39,37,Puebla,>60k,34900.0,30,11.0,630.0,61.8,0,2.5,958.0,10.0,False,False,False,False,True
6000187,18,31,Baja California,15k-30k,5500.0,15,59.4,11601.0,75.3,0,17.9,1214.0,,False,True,True,False,False
6000188,55,28,Veracruz,8k-15k,11700.0,15,54.7,169.0,18.3,2,14.3,406.0,,True,False,False,False,True
6000189,11,50,Jalisco,<8k,14000.0,1,43.3,387.0,77.6,1,0.2,1095.0,,True,False,False,False,False
6000190,32,45,Chihuahua,8k-15k,36600.0,1,41.9,170.0,60.2,1,48.5,1640.0,,True,False,False,False,True
6000191,13,26,Chihuahua,15k-30k,38800.0,15,59.8,3697.0,58.4,1,21.0,1230.0,9.0,False,False,False,False,False
6000192,35,18,Queretaro,15k-30k,22800.0,15,28.9,10008.0,55.8,0,17.5,1729.0,,False,False,False,False,False
6000193,17,32,Veracruz,<8k,10600.0,1,84.8,12597.0,60.0,0,39.0,941.0,,False,False,False,True,True
6000194,19,18,Baja California,<8k,3500.0,30,43.4,743.0,59.4,0,21.0,807.0,,False,False,False,False,False
6000195,47,34,Puebla,>60k,47300.0,15,56.8,1261.0,10.3,1,12.2,1004.0,,True,False,False,False,False
6000196,51,42,Guanajuato,8k-15k,26600.0,1,44.3,6005.0,6.5,0,16.6,729.0,6.0,True,False,False,False,False
6000197,47,52,Estado de Mexico,>60k,39700.0,1,58.7,8793.0,57.0,2,25.9,2070.0,,False,False,False,False,False
6000198,25,34,Estado de Mexico,15k-30k,18700.0,30,59.8,494.0,34.5,2,2.9,846.0,,True,False,False,False,False
6000199,4,37,Guanajuato,<8k,7300.0,1,44.9,4945.0,64.1,0,35.3,1047.0,,True,False,False,False,True
6000200,9,42,Estado de Mexico,15k-30k,36200.0,15,56.4,10413.0,79.7,0,13.4,2147.0,4.0,True,False,True,False,False
6000201,31,36,Puebla,<8k,7700.0,15,51.2,1074.0,35.2,0,21.1,586.0,,True,False,False,False,False
6000202,43,25,Queretaro,8k-15k,21900.0,1,51.9,870.0,32.1,0,42.9,1033.0,,True,False,True,False,False
6000203,40,40,Veracruz,30k-60k,28000.0,15,49.2,29553.0,31.0,0,73.3,1721.0,,True,True,True,False,True
6000204,50,30,Jalisco,<8k,26200.0,30,62.7,1929.0,79.3,1,5.7,1779.0,,True,False,False,False,False
6000205,50,18,Queretaro,15k-30k,45500.0,15,51.5,1830.0,61.6,0,30.6,2750.0,,True,False,False,False,False
6000206,40,24,Nuevo Leon,<8k,14600.0,1,16.2,24915.0,48.3,0,21.4,1049.0,5.0,False,False,False,False,False
6000207,10,37,Veracruz,>60k,28900.0,30,48.5,11225.0,11.4,0,19.0,1175.0,,True,False,False,False,False
6000208,45,30,Queretaro,15k-30k,27100.0,15,67.1,828.0,12.7,2,12.7,1212.0,,True,False,False,False,False
6000209,17,43,Jalisco,30k-60k,19500.0,15,43.5,3254.0,62.5,0,12.4,1573.0,,False,False,False,False,False
6000210,48,26,Guanajuato,15k-30k,6700.0,30,49.8,1836.0,11.9,0,14.0,269.0,9.0,False,False,False,False,True
6000211,1,23,CDMX,30k-60k,37900.0,15,52.8,4069.0,17.4,0,67.4,478.0,,True,False,False,False,True
6000212,13,44,Veracruz,<8k,11100.0,1,70.0,2303.0,38.3,2,0.0,868.0,,True,False,False,False,False
6000213,19,18,Chihuahua,15k-30k,25300.0,15,58.8,2337.0,83.8,0,59.9,2343.0,,False,True,False,False,True
6000214,4,47,Jalisco,15k-30k,8600.0,1,64.2,3110.0,41.5,3,34.8,748.0,6.0,True,False,False,False,True
6000215,33,45,Puebla,30k-60k,24700.0,30,28.4,964.0,34.0,2,18.0,1146.0,,True,False,False,False,False
6000216,58,55,Chihuahua,>60k,16000.0,1,85.8,2871.0,47.6,1,39.2,1352.0,9.0,False,False,False,False,False
6000217,9,46,Nuevo Leon,30k-60k,27600.0,15,29.8,8584.0,39.3,0,65.1,1216.0,,False,False,False,False,False
6000218,29,32,Chihuahua,8k-15k,12800.0,30,64.9,5547.0,48.6,1,16.7,982.0,,True,False,False,False,False
6000219,9,48,CDMX,>60k,32400.0,30,50.8,8315.0,47.1,0,19.8,1010.0,8.0,True,False,True,False,False
