action_id,customer_id,action_ts,action_type,amount_mxn,is_recurring
214,6022469,2026-03-01 06:09:35,deposit_in,17081.91,True
215,6008832,2026-03-01 06:09:35,bill_payment,1579.92,True
216,6005164,2026-03-01 06:09:37,bill_payment,396.13,False
217,6005739,2026-03-01 06:09:37,bill_payment,2268.84,True
218,6024895,2026-03-01 06:09:38,deposit_in,14266.68,True
219,6021324,2026-03-01 06:09:39,savings_move,752.25,False
220,6014363,2026-03-01 06:09:40,savings_move,1767.42,False
221,6005428,2026-03-01 06:09:47,spei_out,334.18,True
222,6032132,2026-03-01 06:09:53,bill_payment,252.23,False
223,6005218,2026-03-01 06:09:57,spei_out,4831.38,False
224,6035999,2026-03-01 06:09:57,bill_payment,1415.6,False
225,6003468,2026-03-01 06:09:58,savings_move,2716.72,False
226,6023153,2026-03-01 06:09:59,deposit_in,24606.96,False
227,6016158,2026-03-01 06:10:00,deposit_in,11711.79,True
228,6026922,2026-03-01 06:10:04,deposit_in,11359.41,False
229,6016557,2026-03-01 06:10:04,savings_move,7995.95,False
230,6022573,2026-03-01 06:10:05,deposit_in,27747.28,True
231,6005244,2026-03-01 06:10:13,bill_payment,915.04,True
232,6012279,2026-03-01 06:10:13,bill_payment,785.85,False
233,6037418,2026-03-01 06:10:16,bill_payment,882.31,True
234,6013134,2026-03-01 06:10:16,bill_payment,1002.02,False
235,6018132,2026-03-01 06:10:21,deposit_in,10792.37,True
236,6032020,2026-03-01 06:10:23,bill_payment,784.68,True
237,6004390,2026-03-01 06:10:25,bill_payment,897.22,False
238,6003161,2026-03-01 06:10:27,card_payment,1504.41,False
239,6023573,2026-03-01 06:10:29,deposit_in,10853.37,False
240,6020264,2026-03-01 06:10:34,bill_payment,1530.82,False
241,6016665,2026-03-01 06:10:39,investment_buy,1067.22,False
242,6005770,2026-03-01 06:10:48,savings_move,2304.36,False
243,6027702,2026-03-01 06:10:51,deposit_in,16659.41,True
244,6019249,2026-03-01 06:10:53,savings_move,344.7,False
245,6023668,2026-03-01 06:10:55,bill_payment,2503.9,True
246,6013152,2026-03-01 06:10:58,bill_payment,1848.36,True
247,6016797,2026-03-01 06:11:02,savings_move,6746.81,False
248,6026331,2026-03-01 06:11:06,bill_payment,2203.02,True
249,6010206,2026-03-01 06:11:19,bill_payment,745.79,True
250,6016153,2026-03-01 06:11:23,savings_move,1944.54,False
251,6001939,2026-03-01 06:11:23,savings_move,542.61,False
252,6006480,2026-03-01 06:11:29,deposit_in,13299.92,True
253,6000641,2026-03-01 06:11:31,deposit_in,6793.71,True
254,6034300,2026-03-01 06:11:35,bill_payment,688.58,True
255,6020800,2026-03-01 06:11:45,deposit_in,12306.58,True
256,6036631,2026-03-01 06:11:48,deposit_in,5752.68,True
257,6012873,2026-03-01 06:11:49,bill_payment,1405.84,True
258,6032189,2026-03-01 06:11:51,card_payment,3031.51,False
259,6000790,2026-03-01 06:11:54,card_payment,2465.19,False
260,6029358,2026-03-01 06:11:59,bill_payment,1858.85,True
261,6027175,2026-03-01 06:12:02,bill_payment,2251.42,False
262,6010812,2026-03-01 06:12:03,deposit_in,7521.44,False
263,6017218,2026-03-01 06:12:04,bill_payment,312.81,True
264,6024607,2026-03-01 06:12:10,deposit_in,14914.45,True
265,6031347,2026-03-01 06:12:10,bill_payment,292.39,True
266,6002409,2026-03-01 06:12:18,bill_payment,334.09,False
267,6012052,2026-03-01 06:12:21,bill_payment,1240.0,True
268,6025744,2026-03-01 06:12:21,bill_payment,2009.16,False
269,6025293,2026-03-01 06:12:21,deposit_in,11464.78,True
270,6033085,2026-03-01 06:12:23,deposit_in,9817.93,True
271,6031649,2026-03-01 06:12:26,deposit_in,11653.53,True
272,6024451,2026-03-01 06:12:26,savings_move,1821.48,False
273,6033217,2026-03-01 06:12:27,savings_move,1766.69,False
274,6012569,2026-03-01 06:12:29,bill_payment,2155.59,True
275,6021153,2026-03-01 06:12:31,bill_payment,1382.68,False
276,6009791,2026-03-01 06:12:32,deposit_in,11424.55,True
277,6025853,2026-03-01 06:12:42,deposit_in,8730.39,False
278,6035652,2026-03-01 06:12:42,deposit_in,16063.27,True
279,6005088,2026-03-01 06:12:44,spei_out,1284.68,False
280,6017666,2026-03-01 06:12:47,bill_payment,989.96,False
281,6012324,2026-03-01 06:12:49,deposit_in,6479.71,False
282,6018926,2026-03-01 06:12:50,bill_payment,1071.52,True
283,6033111,2026-03-01 06:12:52,deposit_in,14375.6,True
284,6005683,2026-03-01 06:12:53,bill_payment,1655.38,True
285,6015700,2026-03-01 06:12:55,bill_payment,318.16,True
286,6003258,2026-03-01 06:12:58,deposit_in,11025.65,True
287,6020520,2026-03-01 06:13:01,deposit_in,11220.99,True
288,6006848,2026-03-01 06:13:01,deposit_in,10756.26,False
289,6018078,2026-03-01 06:13:08,bill_payment,1735.1,True
290,6010641,2026-03-01 06:13:09,bill_payment,986.57,True
291,6032639,2026-03-01 06:13:09,spei_out,2265.55,False
292,6025832,2026-03-01 06:13:09,savings_move,614.67,False
293,6024939,2026-03-01 06:13:14,deposit_in,15787.19,True
294,6020772,2026-03-01 06:13:17,bill_payment,2551.34,False
295,6030975,2026-03-01 06:13:19,savings_move,3223.7,False
296,6022690,2026-03-01 06:13:22,deposit_in,12578.45,True
297,6022876,2026-03-01 06:13:24,deposit_in,5480.89,True
298,6003264,2026-03-01 06:13:24,bill_payment,750.07,False
299,6024459,2026-03-01 06:13:28,deposit_in,9255.55,True
300,6025903,2026-03-01 06:13:30,savings_move,2385.61,False
301,6026468,2026-03-01 06:13:33,deposit_in,6354.79,True
302,6036629,2026-03-01 06:13:33,savings_move,4738.14,False
303,6003411,2026-03-01 06:13:34,deposit_in,12818.11,False
304,6037031,2026-03-01 06:13:35,deposit_in,14516.98,True
305,6029320,2026-03-01 06:13:35,bill_payment,1344.99,True
306,6022531,2026-03-01 06:13:35,deposit_in,13744.09,True
307,6012041,2026-03-01 06:13:36,deposit_in,9635.14,False
308,6034548,2026-03-01 06:13:37,bill_payment,2248.17,False
309,6027615,2026-03-01 06:13:39,deposit_in,10026.26,True
310,6037504,2026-03-01 06:13:48,bill_payment,2132.03,True
311,6004360,2026-03-01 06:13:48,savings_move,2106.78,False
312,6008574,2026-03-01 06:13:50,deposit_in,12523.35,True
313,6035440,2026-03-01 06:13:52,savings_move,1227.88,False
314,6035582,2026-03-01 06:13:54,savings_move,1010.14,False
315,6010363,2026-03-01 06:13:58,deposit_in,18364.94,False
316,6035459,2026-03-01 06:14:05,bill_payment,2375.02,False
317,6035152,2026-03-01 06:14:06,bill_payment,2508.42,False
318,6025519,2026-03-01 06:14:07,deposit_in,17224.21,False
319,6026938,2026-03-01 06:14:17,bill_payment,607.09,True
320,6018230,2026-03-01 06:14:19,deposit_in,5701.23,True
321,6008558,2026-03-01 06:14:22,bill_payment,1433.79,True
322,6026086,2026-03-01 06:14:22,spei_out,1404.8,False
323,6008148,2026-03-01 06:14:25,deposit_in,7949.47,False
324,6009986,2026-03-01 06:14:26,deposit_in,22165.84,True
325,6031218,2026-03-01 06:14:28,savings_move,800.01,False
326,6024861,2026-03-01 06:14:32,deposit_in,4331.17,False
327,6002794,2026-03-01 06:14:33,spei_out,9139.49,False
328,6023722,2026-03-01 06:14:33,bill_payment,1783.25,False
329,6024480,2026-03-01 06:14:40,bill_payment,479.85,False
330,6005599,2026-03-01 06:14:43,savings_move,2021.11,False
331,6017135,2026-03-01 06:14:44,savings_move,3993.41,False
332,6037868,2026-03-01 06:14:44,bill_payment,2509.11,True
333,6004929,2026-03-01 06:14:45,bill_payment,502.62,True
334,6022800,2026-03-01 06:14:46,bill_payment,2268.74,False
335,6009332,2026-03-01 06:14:46,deposit_in,7148.46,False
336,6022047,2026-03-01 06:14:49,bill_payment,2246.76,False
337,6033218,2026-03-01 06:14:49,spei_out,2345.14,False
338,6016063,2026-03-01 06:14:49,deposit_in,17868.44,True
339,6008762,2026-03-01 06:14:50,bill_payment,1546.8,True
340,6015823,2026-03-01 06:14:53,savings_move,246.25,False
341,6021184,2026-03-01 06:14:55,deposit_in,7260.08,False
342,6032115,2026-03-01 06:14:55,deposit_in,16207.09,True
343,6005674,2026-03-01 06:14:55,deposit_in,8687.12,True
344,6008606,2026-03-01 06:14:57,savings_move,630.23,False
345,6024258,2026-03-01 06:14:58,savings_move,1414.24,False
346,6016119,2026-03-01 06:14:58,savings_move,1755.19,False
347,6001002,2026-03-01 06:14:58,deposit_in,1570.21,False
348,6004931,2026-03-01 06:15:00,deposit_in,10296.3,True
349,6033954,2026-03-01 06:15:02,savings_move,2099.12,False
350,6025570,2026-03-01 06:15:02,savings_move,886.29,False
351,6033341,2026-03-01 06:15:03,bill_payment,2388.2,True
352,6013363,2026-03-01 06:15:07,savings_move,1531.32,False
353,6005910,2026-03-01 06:15:10,deposit_in,3941.87,True
354,6014789,2026-03-01 06:15:11,bill_payment,1282.24,False
355,6012417,2026-03-01 06:15:11,spei_out,1861.45,False
356,6010512,2026-03-01 06:15:12,deposit_in,7024.32,False
357,6015811,2026-03-01 06:15:16,card_payment,9030.05,False
358,6030557,2026-03-01 06:15:20,deposit_in,8045.47,True
359,6023853,2026-03-01 06:15:20,savings_move,784.92,False
360,6003010,2026-03-01 06:15:21,savings_move,3218.87,False
361,6024388,2026-03-01 06:15:22,bill_payment,1949.85,True
362,6014363,2026-03-01 06:15:22,bill_payment,1353.88,True
363,6032099,2026-03-01 06:15:23,bill_payment,957.76,True
364,6030511,2026-03-01 06:15:29,bill_payment,671.87,False
365,6032057,2026-03-01 06:15:30,deposit_in,18433.21,True
366,6000309,2026-03-01 06:15:33,deposit_in,12001.57,True
367,6022891,2026-03-01 06:15:40,deposit_in,12196.12,True
368,6010766,2026-03-01 06:15:41,bill_payment,1073.72,False
369,6010781,2026-03-01 06:15:42,deposit_in,62067.06,True
370,6007081,2026-03-01 06:15:46,deposit_in,4628.09,True
371,6005348,2026-03-01 06:15:48,deposit_in,13162.23,True
372,6029526,2026-03-01 06:15:49,spei_out,2707.77,False
373,6036718,2026-03-01 06:15:53,deposit_in,11349.46,True
374,6015436,2026-03-01 06:15:54,bill_payment,616.42,True
375,6011747,2026-03-01 06:15:56,savings_move,4550.51,False
376,6017913,2026-03-01 06:15:59,deposit_in,3535.84,False
377,6009076,2026-03-01 06:16:00,bill_payment,1869.83,True
378,6003537,2026-03-01 06:16:00,deposit_in,5103.8,False
379,6019658,2026-03-01 06:16:01,deposit_in,26960.68,True
380,6020692,2026-03-01 06:16:04,deposit_in,9988.29,True
381,6024370,2026-03-01 06:16:04,deposit_in,8843.16,True
382,6001243,2026-03-01 06:16:06,deposit_in,13473.27,True
383,6029079,2026-03-01 06:16:06,savings_move,386.18,False
384,6032917,2026-03-01 06:16:10,savings_move,654.95,False
385,6025436,2026-03-01 06:16:18,bill_payment,2375.49,False
386,6002601,2026-03-01 06:16:19,deposit_in,5221.77,False
387,6018991,2026-03-01 06:16:20,deposit_in,11131.43,True
388,6015456,2026-03-01 06:16:23,deposit_in,16520.73,False
389,6026698,2026-03-01 06:16:28,deposit_in,8703.97,False
390,6036257,2026-03-01 06:16:28,savings_move,1923.96,False
391,6025950,2026-03-01 06:16:31,deposit_in,4476.29,True
392,6023554,2026-03-01 06:16:33,deposit_in,9586.71,False
393,6018580,2026-03-01 06:16:35,bill_payment,1336.95,True
394,6012337,2026-03-01 06:16:41,bill_payment,1429.7,False
395,6006349,2026-03-01 06:16:44,deposit_in,8285.4,True
396,6002794,2026-03-01 06:16:46,deposit_in,14608.01,False
397,6003237,2026-03-01 06:16:49,savings_move,3584.37,False
398,6009040,2026-03-01 06:16:50,deposit_in,26612.57,True
399,6028487,2026-03-01 06:16:52,deposit_in,6327.72,False
400,6015272,2026-03-01 06:16:53,deposit_in,12517.36,True
401,6014775,2026-03-01 06:16:56,loan_request,71556.52,False
402,6035905,2026-03-01 06:16:57,savings_move,7060.62,False
403,6033107,2026-03-01 06:16:57,deposit_in,31500.97,True
404,6018494,2026-03-01 06:16:59,deposit_in,6756.14,False
405,6032842,2026-03-01 06:17:04,deposit_in,6615.8,True
406,6021779,2026-03-01 06:17:09,savings_move,1047.57,True
407,6022937,2026-03-01 06:17:10,savings_move,4604.76,False
408,6035119,2026-03-01 06:17:13,deposit_in,10025.07,False
409,6029728,2026-03-01 06:17:19,bill_payment,1032.97,True
410,6016567,2026-03-01 06:17:20,deposit_in,10337.78,True
411,6011599,2026-03-01 06:17:21,bill_payment,2395.79,True
412,6015837,2026-03-01 06:17:22,deposit_in,6043.03,False
413,6010905,2026-03-01 06:17:26,deposit_in,15645.87,True
414,6028237,2026-03-01 06:17:36,deposit_in,6983.97,False
415,6008906,2026-03-01 06:17:40,bill_payment,1726.36,True
416,6023735,2026-03-01 06:17:41,deposit_in,6180.12,False
417,6014198,2026-03-01 06:17:43,deposit_in,26804.94,True
418,6028371,2026-03-01 06:17:45,card_payment,3588.35,False
419,6030514,2026-03-01 06:17:46,deposit_in,10583.23,True
420,6001613,2026-03-01 06:17:46,deposit_in,3258.01,False
421,6034208,2026-03-01 06:17:47,spei_out,1382.62,False
422,6029374,2026-03-01 06:17:52,deposit_in,5170.19,True
423,6021783,2026-03-01 06:17:53,deposit_in,2045.04,True
424,6012836,2026-03-01 06:17:53,bill_payment,2145.19,False
425,6004999,2026-03-01 06:17:54,bill_payment,327.3,True
426,6027322,2026-03-01 06:17:54,savings_move,2550.64,True
427,6031357,2026-03-01 06:17:58,deposit_in,15829.35,True
428,6033678,2026-03-01 06:17:59,spei_out,2317.95,False
429,6032185,2026-03-01 06:18:03,deposit_in,11459.56,True
430,6018330,2026-03-01 06:18:03,bill_payment,1868.1,True
431,6013705,2026-03-01 06:18:06,deposit_in,13296.36,False
432,6023533,2026-03-01 06:18:07,deposit_in,2410.71,True
433,6024809,2026-03-01 06:18:10,spei_out,3421.81,False
434,6026583,2026-03-01 06:18:20,savings_move,6916.58,False
435,6023797,2026-03-01 06:18:21,deposit_in,9378.93,False
436,6014587,2026-03-01 06:18:22,savings_move,2069.65,False
437,6021960,2026-03-01 06:18:24,deposit_in,7274.06,False
438,6022861,2026-03-01 06:18:24,deposit_in,3387.87,True
439,6006624,2026-03-01 06:18:25,deposit_in,13823.91,True
440,6023568,2026-03-01 06:18:29,deposit_in,13570.86,False
441,6027689,2026-03-01 06:18:31,bill_payment,798.19,True
